"wins","base_hits","singles","doubles","triples","homeruns","walks","b_strikeouts","stolen_bases","hits_allowed","homeruns_allowed","walks_allowed","p_strikeouts","errors","double_plays"
77,1410,1043,237,27,103,582,915,108,1410,103,582,915,117,150
78,1332,940,248,33,111,490,1026,92,1332,111,490,1026,116,111
70,1392,983,255,36,118,509,1059,127,1392,118,509,1059,131,128
97,1555,1051,297,51,156,665,1049,91,1555,156,665,1049,141,123
76,1448,1003,293,39,113,558,1002,94,2040,159,786,1412,132,135
67,1405,985,249,39,132,536,1092,117,1405,132,536,1092,115,145
75,1482,1034,286,36,126,508,1080,97,1482,126,508,1080,110,131
77,1539,1032,302,44,161,631,1081,125,1539,161,631,1081,100,143
65,1386,898,304,40,144,611,1117,102,1386,144,611,1117,100,136
86,1431,943,295,29,164,551,1125,153,1431,164,551,1125,91,145
80,1437,903,327,41,166,644,1102,105,1446,167,648,1109,89,157
86,1448,930,325,27,166,651,1155,72,1448,166,651,1155,97,146
86,1505,964,303,23,215,645,1133,100,1505,215,645,1133,81,142
88,1494,1010,282,35,167,639,1083,116,1494,167,639,1083,90,132
85,1518,967,294,41,216,626,1203,92,1518,216,626,1203,104,153
51,1494,1131,261,85,17,249,979,307,2069,41,602,1459,397,96
84,1667,1235,231,140,61,533,397,251,2061,75,659,491,425,102
85,1516,1097,212,143,64,521,639,174,1767,75,607,745,240,135
81,1516,1128,228,123,37,187,380,151,2069,77,388,789,334,83
51,1475,1160,198,96,21,268,570,293,2040,35,443,942,407,137
45,1166,930,158,75,3,215,617,263,1749,5,323,926,402,91
82,1394,1092,180,115,7,276,784,224,2034,10,403,1144,248,88
95,1385,1032,220,114,19,565,843,307,1638,22,668,997,380,64
72,1491,1124,239,102,26,417,498,289,1948,34,545,651,428,84
80,1294,1037,181,59,17,235,705,178,1564,21,284,852,214,83
27,1296,1030,191,51,24,486,546,248,1544,29,579,650,332,112
85,1364,1059,151,114,40,461,480,235,1444,42,488,508,186,100
102,1289,867,221,159,46,674,343,264,1577,58,769,431,406,102
87,1656,1282,233,109,32,461,367,315,2032,39,566,450,428,83
83,1722,1332,212,118,34,486,359,273,2072,43,610,451,398,88
74,1566,1228,173,134,31,444,413,210,1937,38,549,511,428,96
79,1437,1173,153,96,15,368,375,117,1573,16,403,410,372,104
92,1529,1166,216,117,30,381,374,203,1782,35,444,436,375,124
105,1640,1287,212,107,34,450,575,237,1911,40,524,670,332,113
120,1643,1291,220,111,21,434,520,259,1915,24,506,606,288,101
105,1654,1247,241,127,39,421,401,199,1914,45,487,416,334,116
92,1411,1113,174,108,16,414,500,188,1494,17,438,483,308,98
102,1466,1146,201,96,23,404,579,214,1552,24,428,623,270,119
98,1390,1132,174,71,13,449,489,172,1472,14,475,588,233,115
96,1327,1085,140,82,20,493,548,278,1396,21,519,520,266,79
103,1329,1030,170,103,26,442,599,196,1398,27,465,587,237,78
117,1420,1063,232,98,27,511,450,197,1513,29,545,444,237,107
91,1444,1094,227,88,35,463,555,157,1529,37,490,588,259,108
100,1602,1184,238,138,42,451,551,190,1719,45,484,591,181,134
85,1504,1144,228,94,38,425,593,197,1635,41,462,645,246,102
73,1259,1001,156,83,19,438,640,155,1324,20,461,673,235,101
77,1324,996,207,96,25,441,690,191,1393,26,464,726,225,105
68,1311,1039,155,96,21,391,650,182,1379,22,411,684,274,102
54,1294,1053,168,64,9,420,610,158,1361,9,442,642,264,125
84,1317,1066,139,93,19,481,369,259,1707,25,623,478,232,140
83,1319,1051,152,96,20,401,444,228,1537,23,467,517,186,104
83,1412,1130,170,95,17,393,426,190,1485,18,413,448,196,125
95,1623,1229,245,110,39,361,393,142,1718,41,382,416,181,137
89,1278,867,251,116,55,445,343,153,1879,58,468,361,197,133
92,1675,1270,236,117,52,428,381,162,1762,55,450,401,188,165
95,1606,1195,235,129,47,388,419,192,1700,50,411,444,194,170
101,1748,1219,335,111,83,528,384,168,1851,88,559,407,237,181
89,1603,1187,257,112,47,460,371,96,1697,50,487,393,233,170
99,1734,1324,271,82,57,460,373,68,1824,60,484,392,197,137
91,1768,1332,262,107,55,464,375,68,1884,59,495,400,214,131
93,1761,1272,302,123,64,533,355,100,1865,68,564,376,192,144
84,1706,1191,300,125,90,520,472,80,1795,95,547,497,227,173
79,1499,1126,256,74,43,519,478,62,1577,45,546,503,203,176
90,1623,1190,288,95,50,377,405,75,1707,53,397,426,195,130
92,1628,1237,262,88,41,385,351,36,1713,43,405,369,175,140
80,1664,1222,303,83,56,475,430,48,1797,60,513,464,157,127
91,1634,1199,270,95,70,484,463,32,1730,74,512,490,201,100
88,1679,1234,298,84,63,544,528,39,1766,66,572,555,209,119
90,1631,1257,235,90,49,487,505,34,1716,52,512,531,190,142
93,1632,1205,286,71,70,524,442,51,1763,76,566,477,176,181
72,1538,1131,276,64,67,505,445,47,1628,71,535,471,178,162
82,1589,1147,290,72,80,582,520,73,1672,84,612,547,228,168
85,1491,1119,245,68,59,575,543,62,1568,62,605,571,204,137
73,1378,1073,191,54,60,592,591,45,1519,66,652,651,201,142
84,1474,1101,252,77,44,603,595,67,1551,46,634,626,179,167
95,1526,1104,263,85,74,607,652,92,1616,78,643,690,202,129
86,1499,1092,272,59,76,621,505,85,1577,80,653,531,187,148
66,1368,1038,212,55,63,623,584,50,1439,66,655,614,194,134
65,1457,1020,227,46,164,639,723,32,1533,173,672,761,157,138
87,1460,1088,201,57,114,610,608,72,1536,120,642,640,142,158
75,1420,1043,201,43,133,576,583,50,1494,140,606,613,139,182
60,1487,1039,240,62,146,597,734,46,1574,155,632,777,144,175
67,1443,1011,229,59,144,586,647,31,1518,151,616,681,179,187
53,1364,1021,187,52,104,551,752,43,1435,109,580,791,171,146
56,1325,995,190,60,80,595,775,22,1394,84,626,815,182,143
69,1410,1025,209,60,116,403,791,25,1483,122,424,832,170,147
65,1522,1119,243,63,97,393,771,48,1601,102,413,811,179,150
88,1458,1004,241,72,141,417,792,32,1534,148,439,833,140,182
82,1487,1083,242,44,118,465,752,34,1564,124,489,791,162,174
79,1523,1084,244,60,135,450,758,27,1602,142,473,797,158,199
94,1477,1062,241,65,109,435,841,50,1486,110,438,846,153,178
74,1385,1047,181,49,108,454,940,57,1385,108,454,940,182,195
80,1469,1069,225,54,121,408,970,39,1469,121,408,970,177,179
90,1506,1121,217,57,111,419,1008,51,1506,111,419,1008,152,189
92,1586,1124,238,66,158,405,1011,64,1586,158,405,1011,141,215
81,1585,1239,193,62,91,387,914,79,1585,91,387,914,141,186
80,1404,1100,180,44,80,422,953,130,1404,80,422,953,139,162
88,1557,1166,220,52,119,454,944,74,1557,119,454,944,155,169
97,1555,1117,223,61,154,469,919,65,1555,154,469,919,133,164
100,1573,1147,262,49,115,422,910,51,1644,120,441,951,142,179
80,1465,1010,257,44,154,432,842,23,1465,154,432,842,151,156
88,1560,1162,238,46,114,514,828,55,1560,114,514,828,162,154
93,1453,1010,257,47,139,471,837,49,1462,140,474,842,152,148
92,1499,1084,249,56,110,433,807,130,1499,110,433,807,163,142
89,1399,989,240,54,116,483,879,214,1408,117,486,884,167,134
98,1541,1077,264,52,148,483,855,180,1541,148,483,855,134,163
83,1469,1066,249,38,116,452,760,209,1469,116,452,760,137,154
73,1461,1046,280,48,87,442,785,194,2069,138,702,1247,137,168
84,1535,1089,272,40,134,447,862,161,1535,134,447,862,145,133
84,1460,1072,238,29,121,497,873,124,1460,121,497,873,115,165
57,1348,987,253,28,80,517,847,111,1356,80,520,852,134,128
64,1366,949,273,33,111,569,929,152,1366,111,569,929,142,134
80,1464,1006,282,45,131,535,914,140,1464,131,535,914,123,147
74,1334,923,263,53,95,563,914,155,1334,95,563,914,160,130
95,1395,927,288,42,138,582,914,137,1395,138,582,914,134,125
98,1433,998,259,50,126,620,901,124,1433,126,620,901,120,134
96,1409,977,272,54,106,569,872,110,1409,106,569,872,101,144
75,1482,1055,267,50,110,536,972,92,1482,110,536,972,105,161
75,1422,994,281,33,114,496,1030,75,2021,162,705,1464,126,186
73,1509,1019,319,33,138,510,989,126,1509,138,510,989,128,144
79,1440,968,291,52,129,481,1161,160,1440,129,481,1161,131,149
78,1426,930,284,40,172,577,1204,113,1435,173,581,1211,148,175
62,1333,891,256,25,161,467,1106,93,1333,161,467,1106,133,168
72,1308,880,265,20,143,540,1116,87,1316,144,543,1123,116,178
75,1492,1009,275,45,163,529,1049,86,1492,163,529,1049,123,159
67,1445,976,292,38,139,471,1092,73,1445,139,471,1092,117,193
67,1462,1018,286,17,141,459,1200,68,1462,141,459,1200,104,168
122,1761,1188,382,156,52,266,133,85,2069,301,810,770,126,127
110,1726,1326,284,85,15,254,173,214,2068,55,496,637,284,121
97,1662,1332,256,50,18,71,0,293,2069,53,363,390,323,127
118,1758,1314,280,135,22,89,0,225,2068,49,391,387,332,52
89,1631,1239,289,81,22,135,589,293,2009,59,365,927,269,113
114,1738,1326,274,106,23,176,332,266,2068,44,339,640,273,79
100,1529,1228,220,66,15,172,359,211,2009,29,332,692,176,102
91,1504,1134,278,71,21,282,413,132,2069,41,544,797,288,127
100,1497,1141,233,102,21,197,492,224,2060,41,380,949,283,129
96,1655,1210,312,98,35,246,511,207,2060,58,407,845,312,113
122,1428,1115,221,62,30,434,678,217,2066,43,628,981,319,88
78,1208,987,168,44,9,390,633,251,1779,13,574,932,410,83
110,1695,1336,254,61,24,190,119,134,2073,73,581,364,259,113
81,1701,1333,207,142,8,78,0,307,2068,22,334,345,425,91
88,1622,1331,155,67,12,52,0,300,2060,29,377,181,430,86
14,1437,1233,148,56,0,56,155,14,2009,0,394,1092,323,152
46,1254,946,154,127,27,204,1095,217,2068,104,787,1459,364,190
81,1399,1109,168,82,40,573,692,293,1799,51,737,890,349,83
26,1768,1310,285,162,19,246,194,61,2060,123,696,1257,312,91
114,1625,1333,185,68,5,149,159,292,2069,13,377,402,232,84
76,1434,1196,138,97,3,154,397,321,2009,8,416,1072,407,78
52,1203,882,180,42,99,423,1143,45,1203,99,423,1143,155,140
63,1353,937,208,36,172,500,1164,60,1353,172,500,1164,157,159
61,1258,945,185,31,97,441,972,70,1266,98,444,978,162,145
61,1250,924,178,40,108,431,1033,83,1324,114,456,1094,152,155
60,1330,994,198,26,112,401,966,88,1330,112,401,966,170,152
60,1239,917,196,27,99,564,900,85,1239,99,564,900,170,126
71,1324,1009,215,22,78,506,754,85,1324,78,506,754,188,163
73,1327,1010,216,37,64,488,716,92,1327,64,488,716,141,148
69,1397,983,245,49,120,602,1057,133,1397,120,602,1057,189,142
84,1349,1024,208,42,75,536,848,152,1349,75,536,848,160,171
73,1410,1105,195,43,67,563,791,239,1410,67,563,791,131,157
60,1418,1069,250,52,47,458,773,122,2072,69,675,1138,150,172
81,1435,1085,217,52,81,429,877,165,1435,81,429,877,152,142
81,1384,1050,207,34,93,482,822,179,1384,93,482,822,129,135
92,1425,1067,207,42,109,472,810,152,1425,109,472,810,138,144
83,1405,1027,241,28,109,513,809,60,1405,109,513,809,124,158
65,1419,1049,209,48,113,577,992,198,1419,113,577,992,146,135
84,1333,997,206,35,95,497,898,124,1341,96,500,904,117,148
89,1360,993,215,32,120,552,1013,136,1360,120,552,1013,152,147
75,1429,1028,243,35,123,509,902,138,1429,123,509,902,141,141
84,1321,960,204,36,121,501,1069,101,1321,121,501,1069,113,130
82,1396,976,255,30,135,453,864,69,1396,135,453,864,115,127
61,1386,966,239,28,153,443,1046,92,1386,153,443,1046,160,129
65,1547,1117,277,26,127,442,1055,109,2009,176,612,1461,154,114
79,1513,1099,260,23,131,503,981,140,1702,147,566,1104,122,146
91,1499,1043,285,24,147,601,1014,109,1499,147,601,1014,118,136
76,1519,1076,275,16,152,604,1129,140,1519,152,604,1129,125,132
98,1390,901,292,30,167,604,1072,79,1390,167,604,1072,104,155
74,1360,929,256,22,153,631,1169,174,1360,153,631,1169,129,151
79,1379,919,273,26,161,678,1273,129,1379,161,678,1273,145,127
66,1393,985,243,29,136,547,1062,71,1393,136,547,1062,128,162
64,1442,1025,257,32,128,565,1073,76,1442,128,565,1073,102,141
87,1521,1046,304,32,139,566,910,52,1521,139,566,910,108,146
88,1465,968,298,38,161,564,1104,123,1465,161,564,1104,92,138
64,1398,1014,218,33,133,426,769,110,1398,133,426,769,147,162
57,1344,977,232,37,98,529,711,125,1361,99,536,720,143,176
67,1490,1056,250,52,132,515,725,126,1490,132,515,725,141,170
59,1359,1009,211,35,104,483,727,116,1359,104,483,727,149,189
65,1412,1041,220,19,132,489,822,149,2069,196,727,1222,135,181
76,1431,1009,259,33,130,456,806,131,1431,130,456,806,138,158
60,1280,891,247,31,111,460,840,144,1280,111,460,840,134,159
74,1429,1022,244,34,129,519,871,116,1429,129,519,871,126,143
74,1410,924,277,38,171,564,942,94,1410,171,564,942,122,156
67,1392,950,243,41,158,572,1148,93,1392,158,572,1148,156,191
78,1499,1008,282,48,161,500,863,174,1499,161,500,863,121,150
68,1406,957,273,27,149,464,792,96,1415,150,467,797,124,169
73,1417,1017,237,29,134,489,838,81,1417,134,489,838,143,168
77,1419,1035,251,26,107,596,749,105,1419,107,596,749,130,152
83,1400,977,268,29,126,588,811,97,1400,126,588,811,110,187
64,1466,1015,278,24,149,474,841,100,1466,149,474,841,112,170
82,1429,972,272,24,161,624,901,91,1429,161,624,901,90,173
71,1512,960,305,26,221,538,943,69,2009,320,778,1364,137,148
88,1538,1005,308,22,203,613,973,123,1718,227,685,1087,116,121
86,1635,1024,345,19,247,674,1059,91,1645,249,678,1066,111,156
90,1574,977,312,21,264,626,1110,89,1574,264,626,1110,123,143
76,1563,977,323,28,235,561,1088,116,1573,236,564,1095,126,140
79,1499,971,263,21,244,610,1095,130,1499,244,610,1095,113,180
91,1481,957,300,26,198,775,1073,122,1481,198,775,1073,99,178
116,1637,1120,310,38,169,614,989,174,1637,169,614,989,83,137
93,1531,1063,285,31,152,629,1003,137,1531,152,629,1003,88,134
93,1509,1047,290,33,139,586,989,108,1509,139,586,989,65,159
63,1544,1112,276,20,136,492,1058,110,1544,136,492,1058,103,140
69,1408,955,289,34,130,466,986,102,1408,130,466,986,86,144
78,1540,1060,266,42,172,404,974,106,1540,172,404,974,88,150
78,1519,1127,235,116,41,214,501,298,2040,69,361,845,402,64
123,1569,1210,217,119,23,320,451,230,1973,33,463,652,358,127
102,1574,1214,238,93,29,323,558,211,1919,39,440,760,327,108
90,1658,1253,220,122,63,475,429,182,1912,83,626,565,335,127
104,1421,1098,161,94,68,334,564,226,1757,84,413,697,264,79
107,1696,1263,267,99,67,692,496,239,1919,86,807,638,382,83
78,1546,1148,257,110,31,433,592,264,1912,38,535,732,232,94
87,1560,1184,232,88,56,538,484,275,1915,69,660,594,372,95
76,1423,1104,186,91,42,547,503,107,1527,45,587,540,240,94
83,1748,1326,223,124,75,619,342,196,2021,92,760,420,407,99
108,1529,1115,242,118,53,584,266,197,1808,65,717,326,372,127
82,1637,1250,236,111,40,561,361,220,2024,49,694,446,366,102
79,1710,1336,197,108,49,543,335,225,2014,61,671,414,406,128
103,1474,1099,232,104,38,500,404,224,1815,47,618,500,390,129
83,1536,1201,205,93,37,462,402,231,1659,40,499,434,380,102
65,1545,1276,174,70,25,418,389,253,1669,27,451,420,349,101
70,1546,1239,208,72,27,433,403,277,1815,32,508,473,375,146
61,1449,1176,197,54,22,358,680,157,1713,26,423,804,406,96
57,1296,1070,175,41,10,300,631,223,1544,12,357,752,393,124
98,1503,1212,211,57,23,442,650,308,1752,27,515,842,334,101
112,1426,1110,214,69,33,460,507,300,1510,35,487,641,306,98
111,1474,1138,202,93,41,547,603,308,1561,43,579,626,268,98
102,1297,1052,173,56,16,600,524,307,1382,17,639,515,243,90
103,1409,1152,191,45,21,520,452,190,1482,22,547,490,261,83
97,1405,1122,183,72,28,561,486,248,1488,30,594,446,323,105
96,1463,1128,215,87,33,591,514,297,1539,35,622,541,297,123
105,1481,1091,238,109,43,561,536,188,1568,46,594,568,266,91
111,1557,1164,248,95,50,551,533,248,1670,54,591,572,300,132
108,1521,1172,241,76,32,473,534,315,1621,34,504,569,269,114
88,1434,1106,234,62,32,470,504,251,1508,34,494,530,266,125
74,1398,1092,208,72,26,336,583,165,1490,28,358,621,273,127
92,1391,1067,200,79,45,379,595,220,1483,48,404,634,231,115
103,1431,1136,179,75,41,392,561,170,1505,43,412,590,219,128
93,1412,1130,196,69,17,354,477,170,1845,22,462,623,199,102
101,1451,1095,236,74,46,380,471,182,1679,53,440,545,249,111
90,1501,1152,221,80,48,454,573,138,1579,50,478,603,220,144
98,1747,1302,266,95,84,471,443,122,1838,88,495,466,204,153
101,1705,1272,263,80,90,516,430,112,1805,95,546,455,186,149
98,1730,1258,285,86,101,494,507,87,1832,107,523,537,197,169
92,1606,1164,255,65,122,438,527,84,1712,130,467,562,211,137
79,1540,1170,230,62,78,364,451,101,1652,84,391,484,200,161
97,1677,1233,264,65,115,485,486,77,1764,121,510,511,205,168
98,1683,1207,290,62,124,467,396,65,1770,130,491,417,187,184
90,1710,1245,269,50,146,517,435,91,1835,157,555,467,170,175
92,1360,850,278,87,150,444,402,62,1958,158,467,423,173,173
93,1656,1212,268,68,108,408,421,88,1765,115,435,449,169,134
76,1606,1150,277,57,122,366,411,33,1689,128,385,432,201,150
97,1532,1184,217,44,87,402,508,33,1633,93,428,541,190,166
98,1572,1142,254,43,133,430,557,20,1664,141,455,590,190,149
96,1703,1251,263,59,130,415,507,34,1803,138,439,537,184,137
97,1608,1207,249,50,102,453,475,33,1692,107,477,500,177,173
101,1582,1152,268,44,118,439,524,48,1686,126,468,558,169,152
90,1538,1137,227,39,135,502,570,33,1661,146,542,616,181,159
83,1497,1106,226,41,124,534,535,28,1606,133,573,574,164,163
77,1517,1157,214,49,97,483,509,48,1617,103,515,542,148,141
78,1483,1082,263,37,101,534,548,38,1570,107,565,580,169,152
91,1410,1084,173,37,116,595,545,42,1503,124,634,581,146,136
58,1386,1103,162,35,86,508,498,37,1468,91,538,527,177,148
70,1471,1123,201,49,98,539,505,41,1547,103,567,531,188,135
83,1534,1188,187,37,122,534,487,41,1635,130,569,519,177,119
64,1395,1044,185,39,127,560,574,48,1467,134,589,604,167,127
85,1521,1008,231,50,232,520,598,31,1600,244,547,629,163,143
82,1422,976,221,52,173,630,682,54,1496,182,663,717,164,141
77,1455,1031,214,55,155,645,550,45,1531,163,679,579,171,141
101,1440,993,207,55,185,692,644,57,1486,191,714,665,175,181
97,1406,992,196,59,159,564,707,32,1479,167,593,744,161,184
74,1527,1090,205,47,185,525,640,33,1606,195,552,673,158,159
102,1458,1014,204,44,196,549,590,32,1534,206,578,621,162,181
84,1449,1053,182,36,178,523,611,40,1524,187,550,643,148,174
70,1334,932,202,47,153,423,693,70,1403,161,445,729,151,150
73,1419,1017,180,57,165,470,704,67,1493,174,494,741,169,189
84,1472,986,263,44,179,559,859,67,1548,188,588,904,160,164
87,1449,985,251,37,176,498,920,85,1524,185,524,968,160,124
83,1427,994,231,65,137,491,890,90,1501,144,517,936,174,123
89,1451,994,230,34,193,532,804,83,1526,203,560,846,140,133
88,1442,1004,206,35,197,441,889,55,1442,197,441,889,156,113
90,1360,972,185,38,165,505,900,64,1360,165,505,900,159,136
95,1384,1013,169,43,159,476,844,47,1384,159,476,844,148,124
94,1382,973,196,31,182,417,865,29,1391,183,420,870,169,132
91,1354,974,201,39,140,520,978,22,1354,140,520,978,134,149
88,1301,998,162,33,108,508,904,50,1301,108,508,904,162,125
90,1325,974,187,28,136,711,1054,71,1325,136,711,1054,169,155
86,1460,1003,257,35,165,729,1005,83,1460,165,729,1005,170,153
90,1348,948,224,36,140,654,1042,101,1348,140,654,1042,177,153
72,1339,923,221,38,157,502,1008,129,1399,164,525,1054,161,126
88,1452,1027,212,52,161,590,913,112,1452,161,590,913,163,138
72,1380,1021,228,38,93,548,869,107,1380,93,548,869,175,153
80,1421,1055,236,45,85,608,780,100,1430,86,612,785,146,165
74,1340,1007,211,37,85,518,778,88,1340,85,518,778,183,153
89,1331,933,240,41,117,554,814,87,1331,117,554,814,146,118
71,1328,975,192,36,125,580,925,140,1328,125,580,925,161,138
82,1373,1008,235,38,92,563,792,130,2004,134,766,1156,144,149
87,1393,1017,213,30,133,607,915,130,1393,133,607,915,173,125
79,1324,946,206,30,142,619,990,140,1324,142,619,990,171,109
62,1263,900,217,31,115,488,962,99,1263,115,488,962,144,134
83,1394,982,269,29,114,536,1087,148,1394,114,536,1087,143,149
90,1458,947,274,32,205,511,1094,126,1458,205,511,1094,129,183
83,1353,969,227,44,113,550,1023,121,1353,113,550,1023,129,145
92,1365,931,241,52,141,508,1071,87,1365,141,508,1071,113,135
85,1459,1051,221,35,152,488,973,109,1459,152,488,973,107,148
72,1330,969,220,36,105,435,1067,112,1330,105,435,1067,111,174
103,1534,1064,269,33,168,516,930,120,1534,168,516,930,101,169
77,1357,915,224,45,173,513,1013,161,1912,244,723,1427,96,159
75,1413,947,258,37,171,531,1193,155,1590,192,597,1342,119,160
68,1400,981,245,21,153,615,1189,113,1400,153,615,1189,134,165
90,1415,940,266,37,172,642,1120,121,1415,172,642,1120,120,157
88,1531,1055,290,26,160,674,1034,101,1522,159,670,1028,100,156
86,1507,994,307,18,188,696,1028,109,1507,188,696,1028,105,150
97,1535,961,304,44,226,709,1032,79,1535,226,709,1032,93,173
90,1493,914,304,40,235,625,1090,57,1493,235,625,1090,118,170
96,1474,938,302,35,199,620,967,74,1483,200,624,973,91,167
101,1449,956,283,29,181,597,986,53,1458,182,601,992,80,164
91,1500,970,314,33,183,705,874,43,1500,183,705,874,101,153
75,1427,974,299,26,128,431,901,71,1427,128,431,901,90,146
76,1427,912,299,52,164,497,897,58,1436,165,500,903,92,133
67,1345,1040,207,70,28,540,710,121,1443,30,579,762,289,101
92,1414,1096,209,85,24,606,528,205,1487,25,637,555,218,117
135,1758,1317,371,59,46,259,777,54,2073,66,371,1114,109,140
54,1244,1018,182,32,12,321,618,214,1866,18,482,927,181,140
57,1329,985,243,61,40,312,871,207,1765,53,414,1157,216,104
34,1177,997,171,9,0,119,0,126,2055,0,325,422,428,52
93,1527,1263,200,64,0,79,0,274,2060,0,277,310,318,88
75,1343,1062,176,83,22,227,458,107,2069,45,460,927,373,83
107,1475,1192,195,76,12,207,397,293,1981,20,342,656,359,86
101,1493,1156,229,91,17,263,513,241,2024,26,398,777,240,97
114,1416,1118,191,82,25,338,408,298,2048,36,489,590,401,79
108,1591,1229,240,99,23,466,495,248,1854,27,543,577,245,127
114,1548,1096,313,94,47,530,408,191,1842,56,636,490,210,104
110,1427,1149,179,56,43,492,625,187,1712,52,590,750,260,88
108,1574,1174,253,77,70,592,572,241,1889,84,710,686,319,83
93,1558,1202,212,87,57,565,584,246,1856,68,673,696,257,137
101,1584,1253,201,61,69,744,524,123,1887,82,762,624,341,108
60,1282,1027,149,57,49,656,530,226,1385,53,708,572,372,94
70,1581,1262,187,120,12,643,308,307,1940,15,789,378,383,129
48,1662,1314,192,109,47,475,345,254,2055,58,587,427,383,106
50,1448,1138,167,97,46,414,374,231,1804,57,516,466,430,92
36,1579,1274,184,83,38,438,388,213,1953,47,542,480,430,118
42,1393,1159,161,59,14,414,434,112,1504,15,447,469,419,120
90,1624,1295,185,94,50,502,281,225,1742,54,539,301,428,131
75,1643,1332,163,94,42,470,368,281,1901,49,544,426,383,84
88,1655,1285,216,109,45,363,625,220,1915,52,420,723,353,125
68,1482,1285,140,45,12,330,530,191,1792,15,399,641,390,129
51,1391,1142,163,77,9,328,471,202,1645,11,388,651,380,131
79,1359,1081,184,69,25,361,766,209,1430,26,380,756,323,87
61,1319,1062,147,89,21,411,635,170,1388,22,432,621,288,87
56,1291,1057,148,75,11,390,486,119,1394,12,421,461,294,99
55,1231,1029,128,54,20,330,582,132,1303,21,349,579,371,111
52,1162,943,141,60,18,297,899,158,1222,19,312,880,367,72
58,1324,1090,158,60,16,605,589,172,1411,17,645,549,342,96
67,1289,1022,177,74,16,694,615,190,1365,17,735,651,272,115
82,1408,1070,216,94,28,644,707,190,1531,30,700,769,285,115
67,1446,1134,201,82,29,538,656,204,1531,31,570,695,288,120
55,1327,1069,164,78,16,487,619,185,1433,17,526,669,237,122
86,1322,1003,215,69,35,471,654,216,1400,37,499,692,253,115
76,1373,1087,168,97,21,484,697,172,1454,22,512,738,249,115
64,1295,1027,164,78,26,355,689,193,1371,28,376,730,289,131
87,1355,1059,169,99,28,383,695,169,1444,30,408,741,236,163
64,1389,1114,193,61,21,359,494,175,1642,25,425,584,257,132
79,1672,1287,250,101,34,392,509,133,1759,36,412,535,269,143
92,1731,1275,275,93,88,404,479,100,1833,93,428,507,232,138
89,1719,1218,295,93,113,470,447,77,1808,119,494,470,251,128
84,1675,1238,290,80,67,464,472,94,1774,71,491,500,244,149
68,1633,1187,284,92,70,402,440,90,1718,74,423,463,201,170
82,1686,1177,309,85,115,472,438,74,1785,122,500,464,216,165
97,1535,1082,280,84,89,512,541,116,1625,94,542,573,226,180
100,1583,1083,307,74,119,598,461,86,1665,125,629,485,160,141
83,1672,1145,330,90,107,522,485,77,1782,114,556,517,185,159
97,1761,1227,392,94,109,504,522,76,1917,115,530,549,193,185
106,1635,1123,371,78,63,454,500,120,1720,66,478,526,168,178
76,1543,1086,323,54,80,442,541,97,1623,84,465,569,177,163
87,1573,1177,271,65,60,414,559,105,1666,64,438,592,169,126
101,1675,1175,311,79,110,415,566,73,1774,116,439,599,176,149
101,1628,1175,301,62,90,425,548,75,1713,95,447,576,171,140
92,1635,1130,349,63,93,465,607,73,1720,98,489,639,162,141
85,1623,1176,278,70,99,405,599,82,1707,104,426,630,173,134
76,1654,1168,309,79,98,442,528,59,1774,105,474,566,213,156
97,1695,1173,352,66,104,503,599,47,1795,110,533,634,187,148
89,1603,1130,282,65,126,507,646,103,1697,133,537,684,184,142
103,1569,1167,269,59,74,572,575,50,1661,78,606,609,181,155
112,1530,1097,297,73,63,580,533,75,1609,66,610,561,178,144
110,1594,1172,272,76,74,450,461,42,1677,78,473,485,159,193
102,1481,1064,275,58,84,550,558,60,1538,87,571,579,128,173
94,1538,1102,247,68,121,644,538,29,1618,127,677,566,134,178
89,1469,1048,250,61,110,625,548,25,1545,116,657,576,124,145
101,1592,1132,296,57,107,599,507,18,1675,113,630,533,149,157
83,1433,1002,270,53,108,642,640,24,1517,114,680,678,138,182
85,1477,1075,242,60,100,599,518,32,1554,105,630,545,131,197
93,1458,1039,260,57,102,565,504,35,1534,107,594,530,148,167
87,1551,1049,296,59,147,604,649,19,1632,155,635,683,145,169
76,1597,1111,300,61,125,612,616,66,1680,131,644,648,154,187
72,1446,1018,240,38,150,482,628,67,1521,158,507,661,154,160
80,1518,1090,246,52,130,529,654,43,1597,137,556,688,141,181
92,1575,1144,247,45,139,519,707,61,1657,146,546,744,138,177
76,1442,1057,227,41,117,561,670,46,1517,123,590,705,160,171
75,1506,1073,257,52,124,510,786,68,1584,130,536,827,154,166
90,1385,966,224,50,145,527,833,50,1457,153,554,876,148,160
84,1511,1101,248,54,108,520,784,48,1589,114,547,825,175,174
84,1528,1139,221,31,137,515,846,86,1528,137,515,846,132,170
93,1540,1115,231,66,128,458,915,77,1540,128,458,915,147,136
93,1531,1129,240,53,109,427,925,73,1531,109,427,925,172,147
80,1424,1033,235,46,110,480,887,101,1433,111,483,893,131,153
83,1377,1012,196,61,108,345,977,144,1377,108,345,977,145,166
102,1471,1089,226,40,116,446,925,103,1480,117,449,931,141,128
97,1383,1035,227,48,73,378,897,110,1383,73,378,897,140,135
87,1403,1041,228,44,90,503,876,87,1403,90,503,876,138,144
76,1497,1115,218,51,113,569,961,117,1497,113,569,961,150,159
90,1542,1168,225,54,95,543,757,124,1542,95,543,757,142,155
78,1436,1097,222,44,73,454,824,108,1491,76,471,856,145,152
